,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Gabriel Jesus,2,0,1,1,3,1,0,0,46,1,0,2,1.9,1.1,0.1,5,3,27,31,0,33,0,4
1,Gabriel Martinelli,0,1,0,0,4,1,0,0,61,0,1,0,0.4,0.4,0.9,6,2,34,43,3,48,4,5
2,Leandro Trossard,0,1,0,0,0,0,0,0,54,0,2,2,0.0,0.0,1.3,3,1,35,43,2,36,2,0
