,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Gabriel Jesus,1,0,0,0,2,1,0,0,34,1,0,1,1.0,1.0,0.0,1,0,14,21,2,27,0,4
