,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Bukayo Saka,1,0,0,0,1,1,0,0,37,1,0,1,0.1,0.1,0.1,2,1,16,27,0,21,4,1
1,Gabriel Jesus,0,0,0,0,1,0,0,0,38,1,0,2,0.1,0.1,0.1,3,0,20,24,2,21,0,1
