,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Bukayo Saka,0,0,0,0,5,2,0,0,46,2,0,0,0.3,0.3,0.1,5,0,25,34,3,31,7,2
1,Gabriel Jesus,1,0,0,0,3,1,0,0,54,1,0,0,0.3,0.3,0.2,5,1,37,39,7,30,1,0
2,Leandro Trossard,0,0,0,0,0,0,0,0,41,0,0,2,0.0,0.0,0.3,3,1,24,34,5,28,2,1
