,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Bukayo Saka,0,0,0,0,1,1,0,0,41,1,0,1,0.0,0.0,0.3,5,1,28,34,1,25,3,0
1,Gabriel Jesus,2,2,0,0,7,3,0,0,48,0,0,1,1.8,1.8,0.4,5,1,22,29,3,22,1,3
2,Gabriel Martinelli,1,0,0,0,1,1,0,0,42,0,1,2,0.1,0.1,0.5,6,1,24,33,2,26,4,3
