,player,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,prgp,carries,prgc,succ
0,Bukayo Saka,1,0,1,1,0,0,0,0,42,2,1,1,0.8,0.0,0.2,1,0,19,27,3,22,2,1
1,Eddie Nketiah,0,0,0,0,4,0,1,0,24,1,0,0,0.6,0.6,0.0,2,1,11,13,1,14,1,0
2,Gabriel Martinelli,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,5,0,18,23,2,18,3,3
